Player,Overall Score,Height,Weight,Age,Preferred Foot,Preferred Positions,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Attack Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,Free Kick Acc,Penalties,Volleys
Kieran Trippier,84,173,69,31,0,2,82.0,74.0,79.0,80.0,81.0,73.0,81.0,76.0,80.0,80.0,77.0,86.0,81.0,80.0,74.0,87.0,64.0,77.0,73.0,73.0,78.0,79.0,75.0,54.0,70.0,86.0,82.0,66.0,58.0
Fernando,84,183,76,34,0,2,78.0,71.0,84.0,83.0,85.0,85.0,83.0,59.0,85.0,76.0,78.0,62.0,84.0,79.0,65.0,82.0,81.0,62.0,67.0,70.0,76.0,74.0,76.0,54.0,68.0,65.0,53.0,54.0,56.0
Jordan Henderson,84,182,80,31,0,2,83.0,78.0,79.0,76.0,81.0,83.0,85.0,78.0,81.0,80.0,82.0,82.0,85.0,87.0,67.0,86.0,78.0,68.0,66.0,69.0,78.0,65.0,77.0,73.0,75.0,80.0,74.0,64.0,71.0
Georginio Wijnaldum,84,175,74,31,0,2,88.0,85.0,79.0,70.0,80.0,75.0,86.0,79.0,80.0,79.0,86.0,72.0,87.0,81.0,78.0,93.0,74.0,88.0,76.0,84.0,81.0,78.0,78.0,75.0,73.0,78.0,73.0,74.0,73.0
Edin Džeko,84,193,80,35,0,3,86.0,78.0,54.0,16.0,28.0,58.0,80.0,90.0,50.0,74.0,86.0,63.0,77.0,78.0,64.0,74.0,86.0,55.0,67.0,62.0,64.0,83.0,86.0,88.0,78.0,65.0,54.0,67.0,80.0
Edinson Cavani,84,185,77,34,0,3,81.0,74.0,45.0,39.0,48.0,81.0,89.0,93.0,54.0,75.0,85.0,66.0,75.0,52.0,64.0,79.0,76.0,57.0,68.0,66.0,88.0,88.0,87.0,88.0,76.0,76.0,74.0,85.0,86.0
Simon Kjær,84,190,86,32,0,1,71.0,52.0,88.0,82.0,87.0,84.0,80.0,31.0,86.0,55.0,70.0,50.0,77.0,73.0,64.0,66.0,83.0,55.0,72.0,59.0,81.0,82.0,78.0,55.0,41.0,52.0,66.0,61.0,37.0
Dries Mertens,84,169,61,34,0,2,88.0,88.0,23.0,40.0,40.0,59.0,80.0,82.0,36.0,84.0,81.0,73.0,84.0,72.0,90.0,66.0,37.0,92.0,80.0,92.0,58.0,40.0,80.0,84.0,81.0,82.0,82.0,79.0,70.0
Piqué,84,194,85,34,0,1,80.0,63.0,84.0,83.0,85.0,79.0,82.0,66.0,85.0,72.0,87.0,57.0,80.0,80.0,50.0,63.0,85.0,35.0,62.0,57.0,74.0,84.0,62.0,65.0,51.0,58.0,43.0,69.0,57.0
Jesús Navas,84,172,60,36,0,3,83.0,84.0,82.0,79.0,77.0,75.0,84.0,81.0,80.0,83.0,82.0,88.0,83.0,79.0,90.0,82.0,39.0,84.0,84.0,82.0,63.0,73.0,74.0,65.0,70.0,82.0,46.0,56.0,75.0
João Félix,83,181,72,22,0,3,87.0,88.0,30.0,35.0,42.0,68.0,83.0,84.0,38.0,84.0,85.0,73.0,82.0,71.0,83.0,75.0,62.0,84.0,83.0,88.0,73.0,69.0,80.0,79.0,80.0,82.0,64.0,68.0,81.0
Jules Koundé,83,181,75,23,0,1,74.0,69.0,85.0,83.0,85.0,75.0,85.0,47.0,86.0,62.0,82.0,45.0,80.0,75.0,81.0,76.0,79.0,74.0,81.0,71.0,88.0,79.0,48.0,47.0,40.0,42.0,26.0,43.0,32.0
Lhéry,83,186,78,23,0,1,73.0,70.0,83.0,83.0,84.0,82.0,83.0,64.0,84.0,59.0,74.0,69.0,79.0,76.0,83.0,86.0,81.0,62.0,87.0,70.0,88.0,82.0,62.0,48.0,42.0,60.0,40.0,60.0,34.0
Federico Valverde,83,182,78,23,0,2,82.0,79.0,79.0,76.0,80.0,81.0,84.0,76.0,81.0,80.0,82.0,66.0,85.0,84.0,82.0,86.0,79.0,68.0,90.0,76.0,62.0,59.0,80.0,69.0,81.0,70.0,66.0,59.0,70.0
Vinícius Jr.,83,176,73,21,0,3,88.0,92.0,32.0,18.0,25.0,58.0,78.0,80.0,26.0,75.0,79.0,71.0,74.0,71.0,95.0,83.0,62.0,81.0,95.0,94.0,75.0,50.0,75.0,78.0,72.0,77.0,62.0,65.0,72.0
Alphonso Davies,83,185,77,21,1,2,81.0,86.0,74.0,79.0,78.0,77.0,83.0,76.0,79.0,72.0,76.0,78.0,82.0,59.0,96.0,79.0,74.0,84.0,95.0,86.0,78.0,67.0,74.0,67.0,63.0,68.0,44.0,60.0,59.0
Mason Mount,83,180,74,22,0,3,85.0,82.0,54.0,41.0,57.0,68.0,84.0,81.0,59.0,83.0,84.0,82.0,86.0,83.0,77.0,86.0,54.0,76.0,71.0,80.0,54.0,59.0,81.0,79.0,82.0,81.0,83.0,66.0,75.0
Christopher Nkunku,83,175,73,24,0,3,87.0,87.0,69.0,70.0,72.0,59.0,82.0,83.0,69.0,82.0,81.0,81.0,83.0,80.0,84.0,74.0,64.0,84.0,83.0,86.0,59.0,62.0,79.0,81.0,77.0,81.0,78.0,65.0,64.0
Ousmane Dembélé,83,178,67,24,1,3,84.0,89.0,42.0,33.0,30.0,54.0,78.0,77.0,36.0,76.0,80.0,81.0,78.0,76.0,94.0,68.0,51.0,80.0,93.0,89.0,58.0,43.0,83.0,75.0,76.0,82.0,64.0,75.0,76.0
Gabriel Jesus,83,175,73,24,0,3,86.0,87.0,45.0,28.0,30.0,75.0,86.0,87.0,32.0,77.0,79.0,74.0,78.0,66.0,87.0,82.0,69.0,87.0,81.0,91.0,79.0,78.0,83.0,83.0,76.0,76.0,54.0,75.0,77.0
Ronaldo Cabrais,83,177,75,29,0,2,83.0,85.0,24.0,33.0,35.0,62.0,84.0,82.0,40.0,83.0,81.0,83.0,83.0,82.0,90.0,88.0,68.0,71.0,87.0,86.0,69.0,64.0,82.0,74.0,78.0,86.0,78.0,77.0,76.0
Ben Chilwell,83,180,77,24,1,1,81.0,79.0,78.0,82.0,80.0,73.0,81.0,78.0,78.0,75.0,75.0,84.0,80.0,74.0,77.0,88.0,69.0,72.0,76.0,71.0,86.0,69.0,74.0,58.0,47.0,71.0,67.0,52.0,65.0
André Silva,83,185,84,26,0,3,85.0,84.0,36.0,21.0,40.0,75.0,86.0,85.0,59.0,74.0,84.0,60.0,79.0,63.0,77.0,79.0,76.0,75.0,71.0,77.0,88.0,85.0,83.0,85.0,78.0,77.0,33.0,87.0,84.0
Presnel Kimpembe,83,189,80,26,1,1,78.0,63.0,81.0,84.0,86.0,90.0,80.0,47.0,84.0,64.0,80.0,59.0,80.0,75.0,80.0,81.0,87.0,60.0,81.0,69.0,79.0,80.0,70.0,31.0,37.0,50.0,32.0,57.0,33.0
Merino,83,189,83,25,1,2,84.0,83.0,80.0,76.0,84.0,81.0,84.0,78.0,84.0,83.0,80.0,77.0,84.0,82.0,73.0,84.0,79.0,72.0,75.0,76.0,81.0,81.0,84.0,79.0,78.0,80.0,69.0,58.0,58.0
Diogo Jota,83,178,73,25,0,3,86.0,85.0,53.0,45.0,57.0,85.0,85.0,87.0,56.0,77.0,79.0,71.0,77.0,71.0,88.0,81.0,72.0,86.0,82.0,87.0,76.0,79.0,84.0,85.0,75.0,77.0,58.0,63.0,78.0
Robin Gosens,83,183,76,27,1,2,82.0,80.0,75.0,79.0,78.0,80.0,86.0,86.0,77.0,60.0,77.0,82.0,80.0,77.0,79.0,89.0,76.0,66.0,84.0,71.0,88.0,82.0,76.0,79.0,68.0,69.0,58.0,50.0,71.0
Marco Asensio,83,182,76,25,1,3,86.0,84.0,40.0,39.0,42.0,45.0,78.0,80.0,45.0,81.0,82.0,81.0,81.0,80.0,83.0,76.0,63.0,75.0,81.0,80.0,58.0,57.0,86.0,77.0,83.0,84.0,76.0,62.0,79.0
Lucas Hernández,83,184,79,25,1,1,76.0,65.0,85.0,86.0,85.0,88.0,85.0,62.0,83.0,63.0,76.0,78.0,74.0,63.0,77.0,76.0,77.0,68.0,77.0,70.0,86.0,82.0,62.0,53.0,51.0,59.0,39.0,42.0,46.0
Angeliño,83,175,69,24,1,2,84.0,84.0,77.0,80.0,74.0,77.0,82.0,79.0,80.0,79.0,81.0,88.0,81.0,81.0,85.0,85.0,60.0,85.0,73.0,83.0,73.0,65.0,80.0,70.0,69.0,83.0,76.0,55.0,63.0
Andrej Kramarić,83,177,73,30,0,2,86.0,87.0,35.0,26.0,20.0,73.0,84.0,86.0,21.0,80.0,83.0,76.0,81.0,66.0,76.0,76.0,68.0,86.0,67.0,84.0,72.0,69.0,84.0,87.0,85.0,79.0,78.0,91.0,85.0
Duván D. Segbe,83,189,88,30,0,3,82.0,79.0,44.0,22.0,24.0,72.0,82.0,86.0,20.0,66.0,82.0,44.0,74.0,47.0,78.0,75.0,93.0,58.0,81.0,67.0,80.0,83.0,86.0,88.0,64.0,55.0,62.0,70.0,79.0
Fraulo Correa,83,171,70,26,0,2,87.0,88.0,42.0,44.0,53.0,79.0,84.0,84.0,48.0,84.0,76.0,75.0,82.0,66.0,86.0,82.0,71.0,87.0,85.0,90.0,49.0,69.0,83.0,85.0,86.0,82.0,65.0,55.0,80.0
Thomas Lemar,83,171,66,26,1,3,86.0,88.0,55.0,69.0,77.0,63.0,82.0,81.0,79.0,84.0,79.0,81.0,84.0,80.0,84.0,80.0,55.0,82.0,80.0,88.0,69.0,54.0,79.0,77.0,79.0,85.0,81.0,68.0,76.0
Rodrigo Javier De Paul,83,180,70,27,0,2,85.0,81.0,70.0,69.0,79.0,72.0,81.0,78.0,76.0,84.0,81.0,73.0,85.0,85.0,81.0,90.0,80.0,80.0,76.0,78.0,68.0,55.0,80.0,76.0,78.0,84.0,74.0,66.0,70.0
Niklas Süle,83,195,99,26,0,1,64.0,49.0,82.0,82.0,86.0,86.0,79.0,41.0,80.0,65.0,76.0,46.0,80.0,70.0,51.0,66.0,93.0,33.0,79.0,34.0,42.0,84.0,78.0,22.0,62.0,28.0,30.0,32.0,33.0
Gayà,83,172,66,26,1,2,82.0,79.0,79.0,84.0,82.0,76.0,84.0,76.0,80.0,75.0,76.0,80.0,81.0,75.0,81.0,87.0,66.0,78.0,85.0,82.0,53.0,58.0,62.0,61.0,59.0,80.0,49.0,52.0,58.0
Hakim Bynoe,83,181,65,28,1,2,84.0,83.0,44.0,40.0,56.0,73.0,83.0,81.0,52.0,88.0,79.0,88.0,86.0,89.0,78.0,78.0,58.0,78.0,75.0,84.0,33.0,52.0,83.0,73.0,77.0,90.0,78.0,67.0,74.0
Felipe,83,190,84,32,0,1,64.0,57.0,84.0,82.0,83.0,89.0,79.0,34.0,84.0,50.0,75.0,45.0,73.0,69.0,54.0,68.0,90.0,47.0,66.0,61.0,89.0,83.0,51.0,39.0,41.0,32.0,30.0,47.0,44.0
Mateo Kovačić,83,176,80,27,0,2,89.0,89.0,70.0,66.0,73.0,77.0,81.0,72.0,74.0,84.0,81.0,73.0,90.0,82.0,77.0,79.0,63.0,84.0,65.0,87.0,75.0,42.0,79.0,61.0,75.0,79.0,70.0,59.0,76.0
Lucas Ocampos,83,188,84,27,0,3,84.0,85.0,58.0,55.0,61.0,82.0,85.0,84.0,72.0,79.0,82.0,79.0,80.0,72.0,80.0,91.0,81.0,61.0,82.0,79.0,80.0,77.0,84.0,86.0,80.0,80.0,65.0,79.0,81.0
Raúl Jiménez,83,188,81,30,0,3,82.0,84.0,45.0,30.0,38.0,81.0,82.0,84.0,53.0,78.0,81.0,73.0,81.0,75.0,67.0,82.0,84.0,65.0,79.0,76.0,74.0,83.0,84.0,84.0,74.0,75.0,51.0,92.0,82.0
John Stones,83,188,76,27,0,1,83.0,72.0,84.0,82.0,85.0,80.0,82.0,52.0,83.0,67.0,80.0,62.0,83.0,75.0,69.0,77.0,78.0,59.0,75.0,66.0,83.0,84.0,55.0,52.0,44.0,52.0,37.0,52.0,44.0
Harry Maguire,83,194,100,28,0,1,76.0,71.0,81.0,78.0,84.0,84.0,84.0,61.0,86.0,70.0,83.0,51.0,78.0,82.0,47.0,82.0,90.0,41.0,53.0,50.0,88.0,87.0,75.0,48.0,52.0,48.0,46.0,44.0,49.0
Leonardo Spinazzola,83,186,75,28,0,2,80.0,83.0,82.0,75.0,77.0,71.0,82.0,77.0,80.0,72.0,69.0,84.0,78.0,64.0,94.0,81.0,66.0,69.0,91.0,80.0,69.0,69.0,68.0,60.0,68.0,66.0,41.0,59.0,59.0
Lucas Digne,83,178,74,28,1,1,84.0,78.0,76.0,80.0,78.0,76.0,83.0,73.0,82.0,75.0,81.0,88.0,81.0,73.0,81.0,86.0,69.0,78.0,77.0,74.0,94.0,72.0,83.0,60.0,76.0,83.0,83.0,60.0,68.0
Francesco Acerbi,83,192,88,33,1,1,72.0,65.0,87.0,85.0,87.0,77.0,85.0,20.0,86.0,65.0,85.0,25.0,75.0,79.0,64.0,87.0,85.0,35.0,62.0,32.0,70.0,82.0,75.0,37.0,60.0,62.0,56.0,72.0,39.0
Wissam Ben Yedder,83,170,68,31,0,3,87.0,87.0,34.0,26.0,33.0,62.0,84.0,89.0,44.0,80.0,85.0,74.0,82.0,66.0,83.0,73.0,69.0,91.0,81.0,91.0,78.0,74.0,84.0,87.0,74.0,82.0,76.0,85.0,84.0
Sebastián Coates,83,196,94,31,0,1,70.0,65.0,85.0,85.0,86.0,84.0,77.0,49.0,82.0,60.0,79.0,17.0,74.0,72.0,65.0,85.0,94.0,31.0,70.0,37.0,57.0,82.0,50.0,55.0,30.0,39.0,19.0,72.0,48.0
Joel Matip,83,194,90,30,0,1,72.0,71.0,87.0,82.0,87.0,84.0,85.0,48.0,86.0,72.0,80.0,54.0,77.0,74.0,55.0,69.0,81.0,42.0,66.0,51.0,75.0,84.0,66.0,36.0,48.0,63.0,22.0,42.0,50.0
Juan Cuadrado,83,179,72,33,0,2,85.0,90.0,75.0,82.0,80.0,78.0,82.0,75.0,73.0,72.0,74.0,84.0,81.0,73.0,91.0,78.0,66.0,81.0,89.0,94.0,80.0,68.0,84.0,70.0,80.0,82.0,69.0,65.0,70.0
Canales,83,176,65,30,1,2,83.0,82.0,64.0,58.0,71.0,68.0,83.0,85.0,77.0,89.0,80.0,81.0,84.0,87.0,85.0,80.0,71.0,80.0,82.0,83.0,38.0,50.0,78.0,79.0,84.0,85.0,84.0,80.0,67.0
Azpilicueta,83,178,77,32,0,1,77.0,68.0,85.0,84.0,85.0,87.0,86.0,62.0,84.0,72.0,78.0,80.0,79.0,80.0,69.0,77.0,70.0,73.0,63.0,67.0,83.0,78.0,68.0,46.0,60.0,68.0,58.0,66.0,51.0
Toby Alderweireld,83,186,81,32,0,1,75.0,62.0,87.0,84.0,87.0,79.0,85.0,52.0,85.0,62.0,86.0,64.0,77.0,81.0,55.0,76.0,77.0,62.0,60.0,54.0,81.0,81.0,78.0,45.0,58.0,63.0,59.0,58.0,38.0
Jérôme Boateng,83,190,94,33,0,1,71.0,64.0,84.0,84.0,84.0,83.0,85.0,47.0,83.0,78.0,84.0,69.0,77.0,83.0,63.0,60.0,87.0,52.0,80.0,55.0,74.0,83.0,78.0,34.0,58.0,53.0,31.0,46.0,52.0
Axel Witsel,83,186,81,32,0,2,81.0,78.0,82.0,77.0,82.0,75.0,84.0,72.0,83.0,78.0,90.0,69.0,90.0,83.0,59.0,75.0,80.0,70.0,61.0,71.0,81.0,84.0,75.0,71.0,71.0,71.0,68.0,76.0,77.0
Raúl Caballero Ibrahimović,83,195,102,40,0,3,86.0,77.0,28.0,24.0,37.0,84.0,79.0,88.0,20.0,83.0,90.0,72.0,80.0,73.0,62.0,51.0,85.0,52.0,64.0,70.0,78.0,83.0,86.0,86.0,87.0,79.0,71.0,80.0,88.0
Dani Olmo,82,179,72,23,0,3,86.0,86.0,50.0,44.0,50.0,51.0,83.0,82.0,57.0,83.0,82.0,78.0,84.0,79.0,77.0,80.0,54.0,86.0,58.0,86.0,55.0,43.0,79.0,74.0,77.0,72.0,75.0,66.0,76.0
Pau Torres,82,191,80,24,1,1,79.0,64.0,84.0,83.0,84.0,79.0,80.0,42.0,82.0,67.0,73.0,55.0,80.0,76.0,69.0,80.0,80.0,52.0,74.0,69.0,78.0,85.0,58.0,28.0,40.0,45.0,28.0,42.0,41.0
Ferran Torres,82,184,77,21,0,3,82.0,84.0,35.0,28.0,24.0,45.0,81.0,84.0,34.0,84.0,82.0,77.0,80.0,78.0,87.0,73.0,68.0,76.0,78.0,82.0,75.0,75.0,79.0,81.0,76.0,71.0,60.0,66.0,74.0
Luis Díaz,82,180,73,24,0,2,83.0,87.0,28.0,34.0,36.0,66.0,80.0,79.0,21.0,77.0,83.0,74.0,73.0,66.0,92.0,83.0,66.0,72.0,92.0,86.0,72.0,54.0,84.0,80.0,82.0,73.0,50.0,51.0,72.0
Reece James,82,178,87,22,0,1,81.0,80.0,79.0,77.0,81.0,74.0,76.0,76.0,75.0,78.0,79.0,86.0,81.0,76.0,78.0,82.0,83.0,85.0,81.0,72.0,73.0,69.0,81.0,63.0,69.0,82.0,76.0,52.0,61.0
Tomáš Souček,82,192,86,26,0,2,77.0,74.0,81.0,79.0,82.0,76.0,81.0,75.0,83.0,72.0,78.0,69.0,81.0,76.0,61.0,92.0,84.0,58.0,66.0,66.0,90.0,83.0,73.0,73.0,70.0,63.0,53.0,70.0,59.0
Douglas Armeira En-Nesyri,82,188,78,24,1,3,79.0,84.0,27.0,27.0,31.0,76.0,80.0,82.0,31.0,52.0,74.0,48.0,69.0,58.0,74.0,76.0,76.0,47.0,81.0,68.0,83.0,84.0,83.0,89.0,75.0,63.0,47.0,67.0,76.0
Lucas Paquetá,82,180,72,24,1,2,86.0,86.0,69.0,63.0,73.0,78.0,83.0,81.0,73.0,83.0,86.0,74.0,82.0,79.0,73.0,84.0,75.0,79.0,76.0,77.0,79.0,66.0,77.0,78.0,74.0,80.0,74.0,75.0,71.0
Alexander Isak,82,192,77,22,0,3,83.0,80.0,25.0,18.0,21.0,52.0,81.0,86.0,29.0,76.0,77.0,61.0,79.0,47.0,82.0,70.0,75.0,66.0,85.0,79.0,71.0,75.0,84.0,83.0,77.0,70.0,65.0,75.0,83.0
Raphinha,82,177,68,25,1,3,83.0,87.0,45.0,38.0,54.0,76.0,82.0,81.0,55.0,76.0,78.0,78.0,73.0,72.0,90.0,84.0,64.0,79.0,91.0,88.0,74.0,45.0,82.0,75.0,78.0,81.0,75.0,73.0,72.0
Cristian Romero,82,185,79,23,0,1,68.0,50.0,83.0,83.0,84.0,89.0,81.0,39.0,80.0,43.0,78.0,39.0,69.0,49.0,76.0,83.0,82.0,68.0,73.0,72.0,86.0,83.0,51.0,48.0,37.0,43.0,38.0,40.0,53.0
Richarlison,82,181,71,24,0,2,83.0,86.0,45.0,48.0,58.0,84.0,82.0,83.0,46.0,74.0,81.0,73.0,79.0,61.0,85.0,83.0,77.0,73.0,81.0,79.0,86.0,83.0,83.0,81.0,72.0,74.0,65.0,77.0,75.0
Arthur,82,171,73,25,0,2,90.0,87.0,74.0,71.0,73.0,70.0,84.0,70.0,76.0,80.0,88.0,79.0,88.0,85.0,73.0,78.0,66.0,90.0,69.0,85.0,69.0,51.0,76.0,56.0,74.0,80.0,60.0,69.0,69.0
Josué Chiamulera,82,185,80,29,0,1,70.0,56.0,85.0,82.0,87.0,88.0,85.0,38.0,84.0,42.0,71.0,40.0,74.0,61.0,80.0,77.0,76.0,57.0,76.0,76.0,73.0,83.0,53.0,38.0,41.0,45.0,49.0,56.0,44.0
Leon Bailey,82,178,77,24,1,3,82.0,86.0,45.0,18.0,25.0,55.0,80.0,81.0,21.0,80.0,75.0,74.0,73.0,66.0,93.0,75.0,61.0,84.0,93.0,86.0,77.0,57.0,79.0,79.0,78.0,79.0,79.0,71.0,74.0
Aaron Wan-Bissaka,82,183,72,24,0,1,74.0,78.0,77.0,92.0,86.0,77.0,80.0,69.0,83.0,65.0,74.0,71.0,75.0,58.0,82.0,81.0,72.0,72.0,88.0,84.0,67.0,51.0,70.0,44.0,44.0,74.0,45.0,44.0,43.0
Mario Hermoso Canseco,82,185,76,26,1,1,75.0,67.0,85.0,81.0,84.0,85.0,82.0,64.0,83.0,66.0,79.0,71.0,78.0,77.0,74.0,78.0,82.0,61.0,81.0,73.0,82.0,81.0,65.0,42.0,46.0,68.0,55.0,45.0,41.0
Dayot Upamecano,82,186,90,23,0,1,69.0,69.0,78.0,90.0,84.0,83.0,77.0,47.0,77.0,58.0,71.0,48.0,76.0,72.0,70.0,65.0,88.0,66.0,90.0,60.0,87.0,82.0,60.0,39.0,40.0,32.0,28.0,39.0,27.0
Palhinha,82,190,85,26,0,2,76.0,74.0,85.0,86.0,87.0,89.0,77.0,67.0,83.0,71.0,82.0,59.0,76.0,78.0,57.0,87.0,88.0,44.0,62.0,60.0,81.0,79.0,76.0,62.0,67.0,61.0,45.0,56.0,54.0
Manuel Akanji,82,187,91,26,0,1,75.0,74.0,83.0,84.0,85.0,75.0,82.0,37.0,82.0,65.0,78.0,53.0,79.0,74.0,77.0,72.0,82.0,65.0,83.0,69.0,83.0,78.0,75.0,38.0,48.0,54.0,59.0,40.0,42.0
Lorenzo Pellegrini,82,186,77,25,0,2,85.0,79.0,70.0,72.0,74.0,72.0,79.0,78.0,70.0,86.0,82.0,74.0,87.0,84.0,77.0,88.0,74.0,86.0,79.0,79.0,70.0,71.0,76.0,74.0,74.0,74.0,75.0,80.0,74.0
Christian Pulisic,82,177,69,23,0,2,85.0,88.0,38.0,47.0,32.0,45.0,78.0,79.0,33.0,80.0,80.0,74.0,77.0,59.0,91.0,76.0,54.0,88.0,87.0,87.0,79.0,50.0,77.0,73.0,57.0,69.0,58.0,61.0,70.0
Fabián,82,189,70,25,1,2,86.0,83.0,70.0,75.0,78.0,68.0,82.0,81.0,76.0,82.0,77.0,72.0,83.0,80.0,67.0,87.0,67.0,67.0,60.0,71.0,46.0,67.0,77.0,79.0,83.0,75.0,59.0,67.0,67.0
Joe Gomez,82,188,77,24,0,1,73.0,67.0,83.0,82.0,84.0,81.0,82.0,51.0,84.0,60.0,74.0,69.0,78.0,65.0,75.0,67.0,83.0,65.0,85.0,63.0,76.0,74.0,41.0,26.0,26.0,41.0,29.0,26.0,24.0
Rúben Neves,82,180,80,24,0,2,82.0,75.0,77.0,73.0,78.0,83.0,80.0,62.0,79.0,86.0,84.0,78.0,88.0,87.0,62.0,79.0,67.0,72.0,54.0,68.0,66.0,53.0,86.0,65.0,82.0,85.0,83.0,76.0,82.0
Wout Weghorst,82,197,84,29,0,3,78.0,65.0,44.0,30.0,67.0,85.0,85.0,86.0,34.0,67.0,83.0,42.0,76.0,43.0,59.0,81.0,90.0,44.0,66.0,62.0,79.0,92.0,86.0,86.0,74.0,40.0,37.0,71.0,83.0
Martin Ødegaard,82,178,68,23,1,2,85.0,85.0,65.0,51.0,49.0,63.0,74.0,76.0,65.0,86.0,76.0,84.0,83.0,81.0,80.0,78.0,56.0,83.0,75.0,85.0,46.0,52.0,76.0,73.0,77.0,83.0,85.0,63.0,73.0
Manuel Locatelli,82,185,75,23,0,2,82.0,78.0,80.0,75.0,82.0,72.0,83.0,73.0,79.0,82.0,77.0,70.0,85.0,83.0,62.0,89.0,78.0,60.0,63.0,69.0,65.0,68.0,77.0,69.0,80.0,68.0,64.0,60.0,64.0
James Maddison,82,175,73,25,0,2,86.0,83.0,59.0,42.0,65.0,68.0,75.0,80.0,44.0,85.0,84.0,81.0,83.0,81.0,78.0,74.0,51.0,83.0,71.0,87.0,54.0,35.0,83.0,75.0,80.0,85.0,84.0,74.0,70.0
Ante Rebić,82,185,78,28,0,2,82.0,84.0,48.0,31.0,50.0,84.0,85.0,80.0,39.0,75.0,75.0,76.0,79.0,67.0,83.0,81.0,80.0,71.0,88.0,74.0,66.0,74.0,85.0,85.0,80.0,76.0,66.0,65.0,82.0
Diego Carlos,82,185,86,28,0,1,71.0,65.0,83.0,81.0,79.0,85.0,84.0,52.0,82.0,63.0,75.0,35.0,76.0,74.0,77.0,73.0,87.0,53.0,77.0,68.0,82.0,79.0,73.0,32.0,57.0,47.0,71.0,41.0,34.0
Rafa,82,170,63,28,0,2,85.0,86.0,52.0,39.0,47.0,47.0,83.0,80.0,58.0,78.0,81.0,78.0,77.0,62.0,93.0,77.0,40.0,89.0,94.0,90.0,64.0,46.0,75.0,74.0,71.0,78.0,56.0,59.0,68.0
Andreas Christensen,82,188,81,25,0,1,76.0,67.0,85.0,83.0,84.0,75.0,84.0,32.0,85.0,62.0,79.0,51.0,80.0,73.0,60.0,68.0,77.0,60.0,75.0,61.0,79.0,80.0,37.0,36.0,20.0,41.0,39.0,36.0,25.0
Pierre-Emile Højbjerg,82,187,84,26,0,2,80.0,76.0,82.0,72.0,84.0,87.0,82.0,65.0,81.0,73.0,82.0,66.0,83.0,80.0,58.0,88.0,78.0,64.0,61.0,65.0,65.0,65.0,84.0,65.0,79.0,70.0,74.0,51.0,60.0
Anderson Souza Conceição,82,190,80,27,1,2,84.0,83.0,45.0,42.0,55.0,67.0,78.0,86.0,52.0,79.0,77.0,75.0,84.0,82.0,84.0,82.0,75.0,75.0,76.0,87.0,65.0,77.0,84.0,81.0,87.0,86.0,87.0,75.0,76.0
Nicolás Tagliafico,82,172,65,29,1,1,77.0,73.0,81.0,80.0,80.0,84.0,81.0,69.0,80.0,69.0,77.0,76.0,77.0,75.0,79.0,87.0,75.0,81.0,80.0,77.0,88.0,82.0,65.0,55.0,46.0,66.0,40.0,46.0,44.0
Domenico Berardi,82,183,72,27,1,2,88.0,83.0,42.0,30.0,30.0,85.0,77.0,79.0,26.0,81.0,78.0,77.0,85.0,79.0,81.0,70.0,63.0,82.0,77.0,90.0,65.0,62.0,83.0,80.0,80.0,78.0,75.0,76.0,78.0
Alessio Romagnoli,82,185,75,26,1,1,75.0,65.0,87.0,82.0,85.0,83.0,80.0,31.0,85.0,45.0,76.0,36.0,75.0,70.0,66.0,70.0,79.0,53.0,67.0,55.0,79.0,77.0,64.0,30.0,46.0,36.0,24.0,34.0,28.0
Grimaldo,82,171,69,26,1,1,83.0,83.0,71.0,74.0,76.0,69.0,83.0,77.0,79.0,78.0,83.0,82.0,83.0,79.0,86.0,90.0,63.0,86.0,87.0,84.0,64.0,66.0,79.0,52.0,79.0,85.0,81.0,54.0,61.0
Marten Savvas,82,185,76,30,0,2,76.0,71.0,82.0,81.0,84.0,85.0,82.0,67.0,84.0,69.0,81.0,68.0,78.0,75.0,67.0,92.0,77.0,73.0,69.0,61.0,80.0,75.0,76.0,60.0,77.0,61.0,48.0,80.0,64.0
Saúl,82,184,75,27,1,2,82.0,80.0,77.0,77.0,78.0,76.0,80.0,80.0,79.0,81.0,81.0,69.0,84.0,82.0,69.0,86.0,77.0,68.0,72.0,73.0,80.0,83.0,82.0,76.0,80.0,73.0,60.0,68.0,76.0
Emre Can,82,186,86,27,0,2,79.0,82.0,81.0,86.0,87.0,88.0,81.0,76.0,84.0,79.0,79.0,69.0,83.0,83.0,67.0,88.0,86.0,75.0,87.0,72.0,87.0,82.0,85.0,75.0,81.0,77.0,64.0,64.0,71.0
Hakan Xiaoxue,82,178,76,27,0,2,88.0,86.0,62.0,56.0,56.0,57.0,78.0,77.0,62.0,86.0,78.0,81.0,85.0,83.0,72.0,75.0,49.0,77.0,62.0,83.0,45.0,53.0,80.0,75.0,84.0,85.0,85.0,78.0,74.0
